artist_id,name,genre,popularity_score,formation_date,members,spotify_id,created_at,updated_at
art_000056,Dragons D,punk,11.05,1981-11-28,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000056,2025-11-17T02:43:33.074183,2025-11-17T02:43:33.074183
art_000057,Neon Suns E,rock|funk,26.45,1977-11-29,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,,2025-11-17T02:43:33.074188,2025-11-17T02:43:33.074189
art_000058,Steel Phoenix F,soul,11.63,2003-11-23,Member 1,spotify_000058,2025-11-17T02:43:33.074194,2025-11-17T02:43:33.074194
art_000059,Cosmic Suns G,indie|soul,45.38,2019-11-19,Member 1,,2025-11-17T02:43:33.074199,2025-11-17T02:43:33.074199
art_000060,Ravens H,latin|metal,59.9,1965-12-02,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000060,2025-11-17T02:43:33.074205,2025-11-17T02:43:33.074205
art_000061,Horizons I,rock|electronic,11.42,1969-12-01,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,,2025-11-17T02:43:33.074210,2025-11-17T02:43:33.074210
art_000062,Midnight Eagles J,grunge|jazz,12.44,2005-11-22,Member 1,spotify_000062,2025-11-17T02:43:33.074216,2025-11-17T02:43:33.074216
art_000063,Cosmic Legends K,indie,71.0,1992-11-25,Member 1|Member 2|Member 3,spotify_000063,2025-11-17T02:43:33.074221,2025-11-17T02:43:33.074221
art_000064,Velvet Moons L,folk|electronic|blues,43.9,1968-12-01,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074227,2025-11-17T02:43:33.074227
art_000065,Steel Valleys M,rock,18.59,2012-11-20,Member 1|Member 2|Member 3,spotify_000065,2025-11-17T02:43:33.074233,2025-11-17T02:43:33.074233
art_000066,The Moons N,metal,85.78,1997-11-24,Member 1|Member 2,spotify_000066,2025-11-17T02:43:33.074238,2025-11-17T02:43:33.074238
art_000067,Eagles O,blues,53.77,1968-12-01,Member 1|Member 2|Member 3|Member 4,spotify_000067,2025-11-17T02:43:33.074243,2025-11-17T02:43:33.074243
art_000068,Cosmic Ravens P,classical,41.1,1970-12-01,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000068,2025-11-17T02:43:33.074251,2025-11-17T02:43:33.074251
art_000069,Wolves Q,punk|reggae,66.08,2011-11-21,Member 1|Member 2|Member 3,spotify_000069,2025-11-17T02:43:33.074257,2025-11-17T02:43:33.074257
art_000070,Steel Flames R,pop,12.09,1985-11-27,Member 1|Member 2|Member 3|Member 4,,2025-11-17T02:43:33.074262,2025-11-17T02:43:33.074262
art_000071,Silver Thunder S,pop,58.28,1997-11-24,Member 1,spotify_000071,2025-11-17T02:43:33.074268,2025-11-17T02:43:33.074268
art_000072,Iron Waves T,electronic|blues|soul,55.78,1988-11-26,Member 1|Member 2|Member 3,spotify_000072,2025-11-17T02:43:33.074274,2025-11-17T02:43:33.074274
art_000073,Wolves U,disco|grunge,51.85,2006-11-22,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000073,2025-11-17T02:43:33.074279,2025-11-17T02:43:33.074279
art_000074,Moons V,hip hop|grunge|soul,43.88,1966-12-02,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000074,2025-11-17T02:43:33.074285,2025-11-17T02:43:33.074285
art_000075,Cosmic Echoes W,funk,56.01,1974-11-30,Member 1|Member 2|Member 3,spotify_000075,2025-11-17T02:43:33.074290,2025-11-17T02:43:33.074290
art_000076,Steel Winds X,reggae,52.74,1990-11-26,Member 1|Member 2,,2025-11-17T02:43:33.074295,2025-11-17T02:43:33.074295
art_000077,Storms Y,blues|jazz,29.34,2000-11-23,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000077,2025-11-17T02:43:33.074302,2025-11-17T02:43:33.074302
art_000078,The Rivers Z,r&b|reggae,50.15,1983-11-28,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000078,2025-11-17T02:43:33.074308,2025-11-17T02:43:33.074308
art_000079,Mountains A,folk,66.77,1999-11-24,Member 1|Member 2|Member 3,spotify_000079,2025-11-17T02:43:33.074313,2025-11-17T02:43:33.074313
art_000080,Golden Wolves B,metal|classical|disco,72.27,1982-11-28,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000080,2025-11-17T02:43:33.074319,2025-11-17T02:43:33.074319
art_000081,The Horizons C,classical,70.43,1962-12-03,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000081,2025-11-17T02:43:33.074325,2025-11-17T02:43:33.074325
art_000082,Echoes D,reggae,63.02,2017-11-19,Member 1|Member 2,,2025-11-17T02:43:33.074332,2025-11-17T02:43:33.074332
art_000083,The Valleys E,rock|reggae,66.11,1981-11-28,Member 1|Member 2,,2025-11-17T02:43:33.074337,2025-11-17T02:43:33.074337
art_000084,Diamond Horizons F,electronic,56.43,1998-11-24,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.074342,2025-11-17T02:43:33.074343
art_000085,Wolves G,classical|funk|rock,68.95,2002-11-23,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000085,2025-11-17T02:43:33.074348,2025-11-17T02:43:33.074348
art_000086,Lightning H,grunge|soul,41.82,2000-11-23,Member 1,spotify_000086,2025-11-17T02:43:33.074353,2025-11-17T02:43:33.074353
art_000087,Winds I,folk|punk|alternative,36.6,1992-11-25,Member 1,spotify_000087,2025-11-17T02:43:33.074359,2025-11-17T02:43:33.074359
art_000088,Stars J,indie|rock|soul,18.58,1983-11-28,Member 1,spotify_000088,2025-11-17T02:43:33.074364,2025-11-17T02:43:33.074364
art_000089,The Waves K,country|alternative|metal,27.41,1993-11-25,Member 1,,2025-11-17T02:43:33.074369,2025-11-17T02:43:33.074370
art_000090,Neon Moons L,hip hop|folk|classical,36.02,2014-11-20,Member 1|Member 2,spotify_000090,2025-11-17T02:43:33.074375,2025-11-17T02:43:33.074375
art_000091,Cosmic Lightning M,alternative,71.41,1974-11-30,Member 1|Member 2|Member 3,spotify_000091,2025-11-17T02:43:33.074382,2025-11-17T02:43:33.074382
art_000092,Crystal Stars N,r&b,16.99,2007-11-22,Member 1|Member 2|Member 3|Member 4,spotify_000092,2025-11-17T02:43:33.074388,2025-11-17T02:43:33.074388
art_000093,Cosmic Eagles O,funk,72.07,2012-11-20,Member 1|Member 2,spotify_000093,2025-11-17T02:43:33.074394,2025-11-17T02:43:33.074395
art_000094,Golden Skies P,country,11.67,1969-12-01,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000094,2025-11-17T02:43:33.074400,2025-11-17T02:43:33.074401
art_000095,The Valleys Q,alternative|jazz,30.88,1975-11-30,Member 1|Member 2|Member 3|Member 4,spotify_000095,2025-11-17T02:43:33.074406,2025-11-17T02:43:33.074406
art_000096,Velvet Waves R,jazz|folk|soul,18.09,1999-11-24,Member 1|Member 2|Member 3,spotify_000096,2025-11-17T02:43:33.074413,2025-11-17T02:43:33.074413
art_000097,Diamond Mountains S,punk|pop|electronic,71.26,1983-11-28,Member 1|Member 2|Member 3,spotify_000097,2025-11-17T02:43:33.074420,2025-11-17T02:43:33.074420
art_000098,Neon Skies T,electronic|country,28.14,1990-11-26,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000098,2025-11-17T02:43:33.074427,2025-11-17T02:43:33.074427
art_000099,Steel Dragons U,r&b|rock,66.49,2017-11-19,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000099,2025-11-17T02:43:33.074434,2025-11-17T02:43:33.074434
art_000100,Phoenix V,electronic,91.77,1961-12-03,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000100,2025-11-17T02:43:33.074439,2025-11-17T02:43:33.074440
art_000101,Midnight Tigers W,grunge|alternative,16.65,2013-11-20,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000101,2025-11-17T02:43:33.074446,2025-11-17T02:43:33.074446
art_000102,Cosmic Horizons X,latin,50.5,1986-11-27,Member 1|Member 2|Member 3|Member 4,,2025-11-17T02:43:33.074451,2025-11-17T02:43:33.074451
art_000103,Legends Y,classical|indie,70.42,1964-12-02,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.074456,2025-11-17T02:43:33.074456
art_000104,Ravens Z,blues,39.1,2020-11-18,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000104,2025-11-17T02:43:33.074462,2025-11-17T02:43:33.074462
art_000105,Cosmic Wolves A,latin|electronic|r&b,23.78,2015-11-20,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.074468,2025-11-17T02:43:33.074468
art_000106,Cosmic Storms B,grunge|disco|soul,7.06,1965-12-02,Member 1|Member 2,,2025-11-17T02:43:33.074473,2025-11-17T02:43:33.074474
art_000107,Golden Dragons C,metal|jazz,78.55,2003-11-23,Member 1|Member 2,spotify_000107,2025-11-17T02:43:33.074480,2025-11-17T02:43:33.074480
art_000108,Neon Stars D,jazz,53.33,2018-11-19,Member 1|Member 2,spotify_000108,2025-11-17T02:43:33.074485,2025-11-17T02:43:33.074485
art_000109,Electric Winds E,jazz|disco|classical,54.86,2003-11-23,Member 1|Member 2|Member 3|Member 4,spotify_000109,2025-11-17T02:43:33.074491,2025-11-17T02:43:33.074491
art_000110,Neon Lightning F,blues|classical|punk,26.2,1983-11-28,Member 1|Member 2|Member 3|Member 4,spotify_000110,2025-11-17T02:43:33.074498,2025-11-17T02:43:33.074498
art_000111,Velvet Stars G,hip hop,52.47,1981-11-28,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074504,2025-11-17T02:43:33.074504
art_000112,Mountains H,electronic|blues|rock,64.78,1982-11-28,Member 1|Member 2|Member 3|Member 4,spotify_000112,2025-11-17T02:43:33.074511,2025-11-17T02:43:33.074511
art_000113,Electric Shadows I,soul,69.77,2002-11-23,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000113,2025-11-17T02:43:33.074519,2025-11-17T02:43:33.074519
art_000114,Ravens J,rock,69.42,2015-11-20,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074525,2025-11-17T02:43:33.074525
art_000115,Midnight Storms K,r&b|metal,40.1,1982-11-28,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000115,2025-11-17T02:43:33.074530,2025-11-17T02:43:33.074530
art_000116,Neon Flames L,blues,32.01,2010-11-21,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000116,2025-11-17T02:43:33.074536,2025-11-17T02:43:33.074536
art_000117,Rivers M,alternative,70.13,1962-12-03,Member 1,spotify_000117,2025-11-17T02:43:33.074542,2025-11-17T02:43:33.074542
art_000118,Silver Lightning N,jazz|electronic|punk,78.39,1966-12-02,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.074547,2025-11-17T02:43:33.074547
art_000119,Neon Tigers O,blues|alternative,55.37,1995-11-25,Member 1|Member 2,spotify_000119,2025-11-17T02:43:33.074553,2025-11-17T02:43:33.074553
art_000120,Suns P,soul,57.71,2020-11-18,Member 1|Member 2|Member 3|Member 4,spotify_000120,2025-11-17T02:43:33.074558,2025-11-17T02:43:33.074558
art_000121,Dragons Q,jazz|latin,85.87,1993-11-25,Member 1|Member 2,,2025-11-17T02:43:33.074563,2025-11-17T02:43:33.074563
art_000122,Neon Valleys R,indie|pop,73.44,1971-12-01,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000122,2025-11-17T02:43:33.074568,2025-11-17T02:43:33.074569
art_000123,Mountains S,folk|hip hop,30.96,2013-11-20,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000123,2025-11-17T02:43:33.074574,2025-11-17T02:43:33.074574
art_000124,Crystal Rivers T,punk|latin,53.99,2020-11-18,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,,2025-11-17T02:43:33.074580,2025-11-17T02:43:33.074580
art_000125,Oceans U,punk|alternative,71.91,2004-11-22,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000125,2025-11-17T02:43:33.074585,2025-11-17T02:43:33.074585
art_000126,Suns V,funk,70.36,1979-11-29,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074590,2025-11-17T02:43:33.074590
art_000127,Flames W,funk|folk,33.37,1971-12-01,Member 1|Member 2|Member 3|Member 4,spotify_000127,2025-11-17T02:43:33.074645,2025-11-17T02:43:33.074645
art_000128,Velvet Dreams X,alternative,35.35,1976-11-29,Member 1|Member 2|Member 3,spotify_000128,2025-11-17T02:43:33.074651,2025-11-17T02:43:33.074652
art_000129,Neon Storms Y,latin|classical,36.17,1966-12-02,Member 1|Member 2,,2025-11-17T02:43:33.074657,2025-11-17T02:43:33.074657
art_000130,The Flames Z,reggae,84.58,1991-11-26,Member 1|Member 2,spotify_000130,2025-11-17T02:43:33.074663,2025-11-17T02:43:33.074664
art_000131,Stars A,jazz|blues|indie,22.53,2000-11-23,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000131,2025-11-17T02:43:33.074669,2025-11-17T02:43:33.074669
art_000132,Diamond Rivers B,reggae|latin,65.56,1989-11-26,Member 1|Member 2,spotify_000132,2025-11-17T02:43:33.074675,2025-11-17T02:43:33.074675
art_000133,Lightning C,folk|punk|funk,13.4,1964-12-02,Member 1|Member 2|Member 3|Member 4,spotify_000133,2025-11-17T02:43:33.074680,2025-11-17T02:43:33.074681
art_000134,Skies D,metal|pop|alternative,66.9,1965-12-02,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074686,2025-11-17T02:43:33.074686
art_000135,Stars E,funk|alternative,18.38,2001-11-23,Member 1|Member 2|Member 3|Member 4,spotify_000135,2025-11-17T02:43:33.074692,2025-11-17T02:43:33.074692
art_000136,The Tigers F,blues|funk,25.25,1967-12-02,Member 1|Member 2,spotify_000136,2025-11-17T02:43:33.074697,2025-11-17T02:43:33.074697
art_000137,Electric Dragons G,metal|electronic,24.69,1990-11-26,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.074703,2025-11-17T02:43:33.074703
art_000138,Electric Flames H,electronic|metal|funk,48.0,1970-12-01,Member 1|Member 2|Member 3,spotify_000138,2025-11-17T02:43:33.074708,2025-11-17T02:43:33.074708
art_000139,Midnight Rivers I,grunge|latin,58.14,1994-11-25,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.074716,2025-11-17T02:43:33.074716
art_000140,Flames J,folk|soul,49.05,1965-12-02,Member 1,spotify_000140,2025-11-17T02:43:33.074722,2025-11-17T02:43:33.074722
art_000141,Golden Tigers K,metal|alternative|disco,30.14,1965-12-02,Member 1|Member 2|Member 3,,2025-11-17T02:43:33.074727,2025-11-17T02:43:33.074727
art_000142,Suns L,country,54.75,1975-11-30,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000142,2025-11-17T02:43:33.074732,2025-11-17T02:43:33.074733
art_000143,Velvet Stars M,punk|hip hop,35.36,1980-11-28,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074738,2025-11-17T02:43:33.074738
art_000144,Oceans N,funk,75.02,2009-11-21,Member 1|Member 2|Member 3|Member 4,spotify_000144,2025-11-17T02:43:33.074744,2025-11-17T02:43:33.074744
art_000145,Iron Dreams O,pop|disco|funk,24.77,2014-11-20,Member 1|Member 2|Member 3,spotify_000145,2025-11-17T02:43:33.074750,2025-11-17T02:43:33.074750
art_000146,Storms P,r&b|reggae|blues,68.55,2010-11-21,Member 1|Member 2,spotify_000146,2025-11-17T02:43:33.074756,2025-11-17T02:43:33.074756
art_000147,Rivers Q,pop|hip hop|disco,70.36,2007-11-22,Member 1|Member 2|Member 3,spotify_000147,2025-11-17T02:43:33.074761,2025-11-17T02:43:33.074761
art_000148,Mountains R,folk,63.04,2005-11-22,Member 1,spotify_000148,2025-11-17T02:43:33.074766,2025-11-17T02:43:33.074766
art_000149,Diamond Dreams S,funk|classical,47.12,1979-11-29,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074772,2025-11-17T02:43:33.074772
art_000150,Electric Eagles T,punk|latin,84.32,1980-11-28,Member 1|Member 2|Member 3|Member 4,spotify_000150,2025-11-17T02:43:33.074777,2025-11-17T02:43:33.074778
art_000151,Wolves U,soul|metal|r&b,61.57,1999-11-24,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074783,2025-11-17T02:43:33.074783
art_000152,Flames V,disco,40.94,1971-12-01,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074788,2025-11-17T02:43:33.074788
art_000153,The Valleys W,funk|r&b,40.3,2003-11-23,Member 1|Member 2|Member 3,spotify_000153,2025-11-17T02:43:33.074794,2025-11-17T02:43:33.074794
art_000154,Steel Moons X,electronic,38.49,1995-11-25,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074799,2025-11-17T02:43:33.074799
art_000155,Electric Winds Y,metal|folk|rock,51.94,1980-11-28,Member 1|Member 2|Member 3|Member 4|Member 5,,2025-11-17T02:43:33.074805,2025-11-17T02:43:33.074805
art_000156,Valleys Z,electronic,84.84,2015-11-20,Member 1|Member 2|Member 3|Member 4|Member 5|Member 6,spotify_000156,2025-11-17T02:43:33.074810,2025-11-17T02:43:33.074811
art_000157,Dragons A,reggae|metal,32.99,1993-11-25,Member 1,,2025-11-17T02:43:33.074816,2025-11-17T02:43:33.074816
art_000158,The Thunder B,latin|soul,47.36,2010-11-21,Member 1|Member 2|Member 3|Member 4|Member 5,spotify_000158,2025-11-17T02:43:33.074821,2025-11-17T02:43:33.074821
art_000159,Midnight Flames C,disco,38.59,2002-11-23,Member 1|Member 2,spotify_000159,2025-11-17T02:43:33.074826,2025-11-17T02:43:33.074827
art_000160,Crystal Waves D,r&b|indie,76.33,1989-11-26,Member 1|Member 2|Member 3|Member 4,,2025-11-17T02:43:33.074832,2025-11-17T02:43:33.074832
art_000161,Ravens E,indie|classical,56.1,1962-12-03,Member 1|Member 2|Member 3|Member 4,,2025-11-17T02:43:33.074839,2025-11-17T02:43:33.074839
art_000162,Dreams F,disco|rock|soul,20.47,1995-11-25,Member 1,,2025-11-17T02:43:33.074844,2025-11-17T02:43:33.074845
art_000163,Diamond Thunder G,rock,71.42,1995-11-25,Member 1|Member 2,,2025-11-17T02:43:33.074850,2025-11-17T02:43:33.074850
