concert_id,artist_id,venue_id,event_date,ticket_prices,total_attendance,revenue,status,created_at,updated_at
con_000082,art_000924,ven_000169,2025-02-19T19:00:00,general:67.04,114,7642.56,completed,2025-11-17T02:43:33.089241,2025-11-17T02:43:33.089241
con_000083,art_000913,ven_000283,2023-10-01T20:30:00,premium:121.76|vip:202.93|early_bird:64.94|seated:97.41,11627,1415703.52,completed,2025-11-17T02:43:33.089247,2025-11-17T02:43:33.089247
con_000084,art_000961,ven_000085,2024-08-11T18:15:00,general:63.09|premium:94.64|early_bird:50.47|seated:75.71,979,69486.97,completed,2025-11-17T02:43:33.089253,2025-11-17T02:43:33.089253
con_000085,art_000682,ven_000182,2022-12-23T20:30:00,premium:66.58|vip:110.97|early_bird:35.51|standing:39.95|seated:53.27,,,cancelled,2025-11-17T02:43:33.089260,2025-11-17T02:43:33.089260
con_000086,art_000025,ven_000091,2024-07-16T18:15:00,general:79.6|vip:198.99|standing:71.64,24065,2809428.32,completed,2025-11-17T02:43:33.089266,2025-11-17T02:43:33.089266
con_000087,art_000671,ven_000127,2026-04-04T19:45:00,premium:86.58|standing:51.95|seated:69.27,,,scheduled,2025-11-17T02:43:33.089272,2025-11-17T02:43:33.089272
con_000088,art_000423,ven_000425,2025-09-22T18:45:00,general:49.4|premium:74.1|vip:123.5|seated:59.28,1241,95023.37,completed,2025-11-17T02:43:33.089278,2025-11-17T02:43:33.089278
con_000089,art_000871,ven_000370,2024-07-25T20:00:00,general:44.04|seated:52.85,5539,268336.85,completed,2025-11-17T02:43:33.089314,2025-11-17T02:43:33.089314
con_000090,art_000849,ven_000422,2023-05-05T19:30:00,general:51.96|vip:129.91|early_bird:41.57|standing:46.77|seated:62.35,209,13901.01,completed,2025-11-17T02:43:33.089321,2025-11-17T02:43:33.089321
con_000091,art_000126,ven_000421,2026-05-14T19:30:00,premium:115.47|vip:192.46|early_bird:61.59|standing:69.28,,,scheduled,2025-11-17T02:43:33.089327,2025-11-17T02:43:33.089327
con_000092,art_000121,ven_000363,2022-10-23T19:30:00,general:73.49|premium:110.24|vip:183.73|standing:66.14,518,56151.2,completed,2025-11-17T02:43:33.089334,2025-11-17T02:43:33.089334
con_000093,art_000499,ven_000207,2022-12-29T21:30:00,general:75.5|premium:113.26|early_bird:60.4|standing:67.95|seated:90.6,16313,1330194.65,completed,2025-11-17T02:43:33.089341,2025-11-17T02:43:33.089341
con_000094,art_000443,ven_000409,2024-11-28T21:45:00,vip:125.7|standing:45.25|seated:60.34,6508,501745.11,completed,2025-11-17T02:43:33.089347,2025-11-17T02:43:33.089347
con_000095,art_000118,ven_000324,2024-02-22T20:30:00,general:70.3|premium:105.45|vip:175.75|standing:63.27|seated:84.36,985,98328.61,completed,2025-11-17T02:43:33.089354,2025-11-17T02:43:33.089354
con_000096,art_000939,ven_000131,2021-10-19T18:00:00,general:56.36|vip:140.89|standing:50.72,601,49676.66,completed,2025-11-17T02:43:33.089360,2025-11-17T02:43:33.089360
con_000097,art_000998,ven_000428,2023-06-01T20:45:00,general:57.64|premium:86.46|vip:144.1|early_bird:46.11|standing:51.88|seated:69.17,192,14571.52,completed,2025-11-17T02:43:33.089367,2025-11-17T02:43:33.089367
con_000098,art_000958,ven_000343,2024-09-04T18:15:00,general:50.74|premium:76.11|early_bird:40.59|seated:60.89,1390,79344.67,completed,2025-11-17T02:43:33.089374,2025-11-17T02:43:33.089374
con_000099,art_000189,ven_000464,2023-02-15T20:45:00,premium:87.9|vip:146.5|early_bird:46.88,288,27002.88,completed,2025-11-17T02:43:33.089380,2025-11-17T02:43:33.089381
con_000100,art_000721,ven_000172,2025-01-13T19:00:00,premium:95.16|vip:158.59|early_bird:50.75|seated:76.12,,,cancelled,2025-11-17T02:43:33.089387,2025-11-17T02:43:33.089387
con_000101,art_000264,ven_000378,2023-09-21T18:00:00,general:56.0|premium:84.0|early_bird:44.8|standing:50.4,360,21168.0,completed,2025-11-17T02:43:33.089394,2025-11-17T02:43:33.089394
con_000102,art_000478,ven_000037,2025-09-30T18:00:00,general:87.98|premium:131.98|vip:219.96|early_bird:70.39|standing:79.19|seated:105.58,17565,2034846.7,completed,2025-11-17T02:43:33.089401,2025-11-17T02:43:33.089401
con_000103,art_000483,ven_000137,2023-06-15T18:15:00,general:47.7|premium:71.54|early_bird:38.16|seated:57.24,938,50333.08,completed,2025-11-17T02:43:33.089412,2025-11-17T02:43:33.089412
con_000104,art_000020,ven_000480,2025-10-24T20:00:00,general:55.31|premium:82.96|early_bird:44.25|seated:66.37,2961,184240.82,completed,2025-11-17T02:43:33.089419,2025-11-17T02:43:33.089419
con_000105,art_000334,ven_000023,2025-09-25T20:30:00,premium:69.99|early_bird:37.33|standing:41.99|seated:55.99,5775,296401.88,completed,2025-11-17T02:43:33.089425,2025-11-17T02:43:33.089425
con_000106,art_000828,ven_000078,2023-11-29T18:30:00,premium:165.34|standing:99.21|seated:132.28,41098,5436306.45,completed,2025-11-17T02:43:33.089432,2025-11-17T02:43:33.089432
con_000107,art_000160,ven_000256,2022-04-23T21:30:00,general:68.55|vip:171.37|early_bird:54.84|standing:61.69,336,29941.8,completed,2025-11-17T02:43:33.089438,2025-11-17T02:43:33.089439
con_000108,art_000007,ven_000493,2024-12-28T19:00:00,general:70.25|premium:105.37|vip:175.62|early_bird:56.2|standing:63.22,11255,1059455.66,completed,2025-11-17T02:43:33.089445,2025-11-17T02:43:33.089445
con_000109,art_000002,ven_000460,2022-10-19T21:15:00,vip:279.5,39065,10918667.5,completed,2025-11-17T02:43:33.089451,2025-11-17T02:43:33.089451
con_000110,art_000490,ven_000453,2022-06-30T18:00:00,general:50.44|premium:75.66|vip:126.1|early_bird:40.35|standing:45.4,2241,151469.19,completed,2025-11-17T02:43:33.089459,2025-11-17T02:43:33.089460
con_000111,art_000813,ven_000350,2021-06-22T19:30:00,general:63.77|premium:95.66|vip:159.43|early_bird:51.02|seated:76.52,83,7410.24,completed,2025-11-17T02:43:33.089468,2025-11-17T02:43:33.089468
con_000112,art_000954,ven_000160,2023-06-24T19:45:00,premium:95.62|vip:159.36|standing:57.37|seated:76.5,4463,433859.39,completed,2025-11-17T02:43:33.089475,2025-11-17T02:43:33.089475
con_000113,art_000633,ven_000451,2021-11-05T18:45:00,general:54.93|premium:82.39|early_bird:43.94|seated:65.91,8541,527769.74,completed,2025-11-17T02:43:33.089481,2025-11-17T02:43:33.089481
con_000114,art_000838,ven_000343,2025-12-26T18:00:00,general:71.6|premium:107.4|vip:179.0|early_bird:57.28|standing:64.44,,,scheduled,2025-11-17T02:43:33.089488,2025-11-17T02:43:33.089488
con_000115,art_000333,ven_000001,2023-10-25T18:30:00,general:71.36|premium:107.03|vip:178.39|early_bird:57.08|seated:85.63,8850,884097.3,completed,2025-11-17T02:43:33.089494,2025-11-17T02:43:33.089494
con_000116,art_000503,ven_000353,2024-04-04T20:15:00,general:67.03|premium:100.55|vip:167.58|early_bird:53.62|standing:60.33|seated:80.44,269,23741.49,completed,2025-11-17T02:43:33.089501,2025-11-17T02:43:33.089501
con_000117,art_000284,ven_000445,2024-08-03T19:45:00,general:45.45|vip:113.62|early_bird:36.36|standing:40.9|seated:54.54,2858,166261.29,completed,2025-11-17T02:43:33.089509,2025-11-17T02:43:33.089509
con_000118,art_000823,ven_000481,2024-12-17T20:00:00,general:64.46|premium:96.69|vip:161.15|early_bird:51.57|standing:58.01,3335,288063.96,completed,2025-11-17T02:43:33.089515,2025-11-17T02:43:33.089515
con_000119,art_000151,ven_000414,2023-05-22T18:30:00,general:93.44|vip:233.59|early_bird:74.75|standing:84.09|seated:112.13,26378,3154808.8,completed,2025-11-17T02:43:33.089522,2025-11-17T02:43:33.089522
con_000120,art_000669,ven_000243,2023-03-02T18:45:00,vip:139.94|early_bird:44.78|standing:50.38|seated:67.17,112,8463.56,completed,2025-11-17T02:43:33.089528,2025-11-17T02:43:33.089529
con_000121,art_000880,ven_000420,2022-09-12T19:15:00,general:49.51|premium:74.27|vip:123.78|early_bird:39.61|standing:44.56|seated:59.41,864,56324.16,completed,2025-11-17T02:43:33.089535,2025-11-17T02:43:33.089535
con_000122,art_000777,ven_000141,2026-01-17T18:30:00,general:69.83|premium:104.74|vip:174.57|early_bird:55.86|standing:62.85,,,scheduled,2025-11-17T02:43:33.089543,2025-11-17T02:43:33.089543
con_000123,art_000886,ven_000311,2025-05-31T19:00:00,premium:168.11|vip:280.19|standing:100.87,40354,7387068.73,completed,2025-11-17T02:43:33.089549,2025-11-17T02:43:33.089549
con_000124,art_000133,ven_000298,2025-08-27T20:30:00,general:42.81|premium:64.22|early_bird:34.25|standing:38.53|seated:51.38,3466,160260.91,completed,2025-11-17T02:43:33.089556,2025-11-17T02:43:33.089556
con_000125,art_000366,ven_000300,2022-10-26T18:15:00,general:51.2|vip:128.0|standing:46.08|seated:61.44,317,22722.56,completed,2025-11-17T02:43:33.089563,2025-11-17T02:43:33.089563
con_000126,art_000041,ven_000286,2023-05-28T20:15:00,general:109.48|vip:273.71|seated:131.38,41175,7062473.25,completed,2025-11-17T02:43:33.089569,2025-11-17T02:43:33.089569
con_000127,art_000926,ven_000182,2021-08-04T21:15:00,general:75.68|premium:113.52|early_bird:60.54|standing:68.11|seated:90.81,9925,811190.1,completed,2025-11-17T02:43:33.089576,2025-11-17T02:43:33.089576
con_000128,art_000253,ven_000091,2025-05-28T20:15:00,general:99.09|premium:148.64|vip:247.73|early_bird:79.27|standing:89.18,32105,4262966.11,completed,2025-11-17T02:43:33.089582,2025-11-17T02:43:33.089582
con_000129,art_000076,ven_000360,2024-01-06T18:15:00,general:61.88|premium:92.82|vip:154.71|seated:74.26,4209,403716.76,completed,2025-11-17T02:43:33.089589,2025-11-17T02:43:33.089589
con_000130,art_000054,ven_000400,2021-01-18T21:00:00,premium:91.74,8663,794743.62,completed,2025-11-17T02:43:33.089596,2025-11-17T02:43:33.089596
con_000131,art_000763,ven_000403,2023-04-16T20:45:00,vip:325.6,55966,18222529.6,completed,2025-11-17T02:43:33.089601,2025-11-17T02:43:33.089601
con_000132,art_000654,ven_000268,2021-08-03T21:15:00,general:68.04|premium:102.06|vip:170.1|seated:81.65,,,cancelled,2025-11-17T02:43:33.089607,2025-11-17T02:43:33.089607
con_000133,art_000538,ven_000376,2020-12-25T19:00:00,general:77.4|premium:116.1|vip:193.5|standing:69.66|seated:92.88,10847,1192172.08,completed,2025-11-17T02:43:33.089614,2025-11-17T02:43:33.089614
con_000134,art_000492,ven_000290,2025-08-04T19:30:00,general:50.31|vip:125.78|early_bird:40.25|standing:45.28,2943,192486.92,completed,2025-11-17T02:43:33.089625,2025-11-17T02:43:33.089625
con_000135,art_000157,ven_000259,2023-12-23T20:15:00,general:46.85|premium:70.27|early_bird:37.48|standing:42.16|seated:56.22,234,11839.46,completed,2025-11-17T02:43:33.089632,2025-11-17T02:43:33.089632
con_000136,art_000970,ven_000420,2022-06-17T21:00:00,premium:85.69|vip:142.82|early_bird:45.7|seated:68.55,961,82348.09,completed,2025-11-17T02:43:33.089639,2025-11-17T02:43:33.089639
con_000137,art_000318,ven_000225,2022-11-17T21:15:00,general:75.8|premium:113.7|early_bird:60.64|standing:68.22|seated:90.96,1623,132865.27,completed,2025-11-17T02:43:33.089646,2025-11-17T02:43:33.089646
